,,0
446,Survived,1
446,Pclass,2
446,Name,"Mellinger, Miss. Madeleine Violet"
446,Sex,female
446,Age,13.0
446,SibSp,0.0
446,Parch,1.0
446,Ticket,250644
446,Fare,19.5
446,Embarked,S
447,Unnamed: 0,8
447,PassengerId,448
447,Survived,1
447,Pclass,1
447,Name,"Seward, Mr. Frederic Kimber"
447,Sex,male
447,Age,34.0
447,SibSp,0.0
447,Parch,0.0
447,Ticket,113794
447,Fare,26.55
447,Embarked,S
448,Unnamed: 0,9
448,PassengerId,449
448,Survived,1
448,Pclass,3
448,Name,"Baclini, Miss. Marie Catherine"
448,Sex,female
448,Age,5.0
448,SibSp,2.0
448,Parch,1.0
448,Ticket,2666
448,Fare,19.2583
448,Embarked,C
449,Unnamed: 0,10
449,PassengerId,450
449,Survived,1
449,Pclass,1
449,Name,"Peuchen, Major. Arthur Godfrey"
449,Sex,male
449,Age,52.0
449,SibSp,0.0
449,Parch,0.0
449,Ticket,113786
449,Fare,30.5
449,Cabin,C104
449,Embarked,S
450,Unnamed: 0,11
450,PassengerId,451
450,Survived,0
450,Pclass,2
450,Name,"West, Mr. Edwy Arthur"
450,Sex,male
450,Age,36.0
450,SibSp,1.0
450,Parch,2.0
450,Ticket,C.A. 34651
450,Fare,27.75
450,Embarked,S
451,Unnamed: 0,12
451,PassengerId,452
451,Survived,0
451,Pclass,3
451,Name,"Hagland, Mr. Ingvald Olai Olsen"
451,Sex,male
451,SibSp,1.0
451,Parch,0.0
451,Ticket,65303
451,Fare,19.9667
451,Embarked,S
452,Unnamed: 0,13
452,PassengerId,453
452,Survived,0
452,Pclass,1
452,Name,"Foreman, Mr. Benjamin Laventall"
452,Sex,male
452,Age,30.0
452,SibSp,0.0
452,Parch,0.0
452,Ticket,113051
452,Fare,27.75
452,Cabin,C111
452,Embarked,C
453,Unnamed: 0,14
453,PassengerId,454
453,Survived,1
453,Pclass,1
453,Name,"Goldenberg, Mr. Samuel L"
453,Sex,male
453,Age,49.0
453,SibSp,1.0
453,Parch,0.0
453,Ticket,17453
453,Fare,89.1042
453,Cabin,C92
453,Embarked,C
454,Unnamed: 0,15
454,PassengerId,455
454,Survived,0
454,Pclass,3
454,Name,"Peduzzi, Mr. Joseph"
454,Sex,male
454,SibSp,0.0
454,Parch,0.0
454,Ticket,A/5 2817
454,Fare,8.05
454,Embarked,S
455,Unnamed: 0,16
455,PassengerId,456
455,Survived,1
455,Pclass,3
455,Name,"Jalsevac, Mr. Ivan"
455,Sex,male
455,Age,29.0
455,SibSp,0.0
455,Parch,0.0
455,Ticket,349240
455,Fare,7.8958
455,Embarked,C
456,Unnamed: 0,17
456,PassengerId,457
456,Survived,0
456,Pclass,1
456,Name,"Millet, Mr. Francis Davis"
456,Sex,male
456,Age,65.0
456,SibSp,0.0
456,Parch,0.0
456,Ticket,13509
456,Fare,26.55
456,Cabin,E38
456,Embarked,S
457,Unnamed: 0,18
457,PassengerId,458
457,Survived,1
457,Pclass,1
457,Name,"Kenyon, Mrs. Frederick R (Marion)"
457,Sex,female
457,SibSp,1.0
457,Parch,0.0
457,Ticket,17464
457,Fare,51.8625
457,Cabin,D21
457,Embarked,S
458,Unnamed: 0,19
458,PassengerId,459
458,Survived,1
458,Pclass,2
458,Name,"Toomey, Miss. Ellen"
458,Sex,female
458,Age,50.0
458,SibSp,0.0
458,Parch,0.0
458,Ticket,F.C.C. 13531
458,Fare,10.5
458,Embarked,S
459,Unnamed: 0,20
459,PassengerId,460
459,Survived,0
459,Pclass,3
459,Name,"O'Connor, Mr. Maurice"
459,Sex,male
459,SibSp,0.0
459,Parch,0.0
459,Ticket,371060
459,Fare,7.75
459,Embarked,Q
460,Unnamed: 0,21
460,PassengerId,461
460,Survived,1
460,Pclass,1
460,Name,"Anderson, Mr. Harry"
460,Sex,male
460,Age,48.0
460,SibSp,0.0
460,Parch,0.0
460,Ticket,19952
460,Fare,26.55
460,Cabin,E12
460,Embarked,S
461,Unnamed: 0,22
461,PassengerId,462
461,Survived,0
461,Pclass,3
461,Name,"Morley, Mr. William"
461,Sex,male
461,Age,34.0
461,SibSp,0.0
461,Parch,0.0
461,Ticket,364506
461,Fare,8.05
461,Embarked,S
462,Unnamed: 0,23
462,PassengerId,463
462,Survived,0
462,Pclass,1
462,Name,"Gee, Mr. Arthur H"
462,Sex,male
462,Age,47.0
462,SibSp,0.0
462,Parch,0.0
462,Ticket,111320
462,Fare,38.5
462,Cabin,E63
462,Embarked,S
463,Unnamed: 0,24
463,PassengerId,464
463,Survived,0
463,Pclass,2
463,Name,"Milling, Mr. Jacob Christian"
463,Sex,male
463,Age,48.0
463,SibSp,0.0
463,Parch,0.0
463,Ticket,234360
463,Fare,13.0
463,Embarked,S
464,Unnamed: 0,25
464,PassengerId,465
464,Survived,0
464,Pclass,3
464,Name,"Maisner, Mr. Simon"
464,Sex,male
464,SibSp,0.0
464,Parch,0.0
464,Ticket,A/S 2816
464,Fare,8.05
464,Embarked,S
465,Unnamed: 0,26
465,PassengerId,466
465,Survived,0
465,Pclass,3
465,Name,"Goncalves, Mr. Manuel Estanslas"
465,Sex,male
465,Age,38.0
465,SibSp,0.0
465,Parch,0.0
465,Ticket,SOTON/O.Q. 3101306
465,Fare,7.05
465,Embarked,S
466,Unnamed: 0,27
466,PassengerId,467
466,Survived,0
466,Pclass,2
466,Name,"Campbell, Mr. William"
466,Sex,male
466,SibSp,0.0
466,Parch,0.0
466,Ticket,239853
466,Fare,0.0
466,Embarked,S
467,Unnamed: 0,28
467,PassengerId,468
467,Survived,0
467,Pclass,1
467,Name,"Smart, Mr. John Montgomery"
467,Sex,male
467,Age,56.0
467,SibSp,0.0
467,Parch,0.0
467,Ticket,113792
467,Fare,26.55
467,Embarked,S
468,Unnamed: 0,29
468,PassengerId,469
468,Survived,0
468,Pclass,3
468,Name,"Scanlan, Mr. James"
468,Sex,male
468,SibSp,0.0
468,Parch,0.0
468,Ticket,36209
468,Fare,7.725
468,Embarked,Q
469,Unnamed: 0,30
469,PassengerId,470
469,Survived,1
469,Pclass,3
469,Name,"Baclini, Miss. Helene Barbara"
469,Sex,female
469,Age,0.75
469,SibSp,2.0
469,Parch,1.0
469,Ticket,2666
469,Fare,19.2583
469,Embarked,C
470,Unnamed: 0,31
470,PassengerId,471
470,Survived,0
470,Pclass,3
470,Name,"Keefe, Mr. Arthur"
470,Sex,male
470,SibSp,0.0
470,Parch,0.0
470,Ticket,323592
470,Fare,7.25
470,Embarked,S
471,Unnamed: 0,32
471,PassengerId,472
471,Survived,0
471,Pclass,3
471,Name,"Cacic, Mr. Luka"
471,Sex,male
471,Age,38.0
471,SibSp,0.0
471,Parch,0.0
471,Ticket,315089
471,Fare,8.6625
471,Embarked,S
472,Unnamed: 0,33
472,PassengerId,473
472,Survived,1
472,Pclass,2
472,Name,"West, Mrs. Edwy Arthur (Ada Mary Worth)"
472,Sex,female
472,Age,33.0
472,SibSp,1.0
472,Parch,2.0
472,Ticket,C.A. 34651
472,Fare,27.75
472,Embarked,S
473,Unnamed: 0,34
473,PassengerId,474
473,Survived,1
473,Pclass,2
473,Name,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)"
473,Sex,female
473,Age,23.0
473,SibSp,0.0
473,Parch,0.0
473,Ticket,SC/AH Basle 541
473,Fare,13.7917
473,Cabin,D
473,Embarked,C
474,Unnamed: 0,35
474,PassengerId,475
474,Survived,0
474,Pclass,3
474,Name,"Strandberg, Miss. Ida Sofia"
474,Sex,female
474,Age,22.0
474,SibSp,0.0
474,Parch,0.0
474,Ticket,7553
474,Fare,9.8375
474,Embarked,S
475,Unnamed: 0,36
475,PassengerId,476
475,Survived,0
475,Pclass,1
475,Name,"Clifford, Mr. George Quincy"
475,Sex,male
475,SibSp,0.0
475,Parch,0.0
475,Ticket,110465
475,Fare,52.0
475,Cabin,A14
475,Embarked,S
476,Unnamed: 0,37
476,PassengerId,477
476,Survived,0
476,Pclass,2
476,Name,"Renouf, Mr. Peter Henry"
476,Sex,male
476,Age,34.0
476,SibSp,1.0
476,Parch,0.0
476,Ticket,31027
476,Fare,21.0
476,Embarked,S
477,Unnamed: 0,38
477,PassengerId,478
477,Survived,0
477,Pclass,3
477,Name,"Braund, Mr. Lewis Richard"
477,Sex,male
477,Age,29.0
477,SibSp,1.0
477,Parch,0.0
477,Ticket,3460
477,Fare,7.0458
477,Embarked,S
478,Unnamed: 0,39
478,PassengerId,479
478,Survived,0
478,Pclass,3
478,Name,"Karlsson, Mr. Nils August"
478,Sex,male
478,Age,22.0
478,SibSp,0.0
478,Parch,0.0
478,Ticket,350060
478,Fare,7.5208
478,Embarked,S
479,Unnamed: 0,40
479,PassengerId,480
479,Survived,1
479,Pclass,3
479,Name,"Hirvonen, Miss. Hildur E"
479,Sex,female
479,Age,2.0
479,SibSp,0.0
479,Parch,1.0
479,Ticket,3101298
479,Fare,12.2875
479,Embarked,S
480,Unnamed: 0,41
480,PassengerId,481
480,Survived,0
480,Pclass,3
480,Name,"Goodwin, Master. Harold Victor"
480,Sex,male
480,Age,9.0
480,SibSp,5.0
480,Parch,2.0
480,Ticket,CA 2144
480,Fare,46.9
480,Embarked,S
481,Unnamed: 0,42
481,PassengerId,482
481,Survived,0
481,Pclass,2
481,Name,"Frost, Mr. Anthony Wood ""Archie"""
481,Sex,male
481,SibSp,0.0
481,Parch,0.0
481,Ticket,239854
481,Fare,0.0
481,Embarked,S
482,Unnamed: 0,43
482,PassengerId,483
482,Survived,0
482,Pclass,3
482,Name,"Rouse, Mr. Richard Henry"
482,Sex,male
482,Age,50.0
482,SibSp,0.0
482,Parch,0.0
482,Ticket,A/5 3594
482,Fare,8.05
482,Embarked,S
483,Unnamed: 0,44
483,PassengerId,484
483,Survived,1
483,Pclass,3
483,Name,"Turkula, Mrs. (Hedwig)"
483,Sex,female
483,Age,63.0
483,SibSp,0.0
483,Parch,0.0
483,Ticket,4134
483,Fare,9.5875
483,Embarked,S
484,Unnamed: 0,45
484,PassengerId,485
484,Survived,1
484,Pclass,1
484,Name,"Bishop, Mr. Dickinson H"
484,Sex,male
484,Age,25.0
484,SibSp,1.0
484,Parch,0.0
484,Ticket,11967
484,Fare,91.0792
484,Cabin,B49
484,Embarked,C
485,Unnamed: 0,46
485,PassengerId,486
485,Survived,0
485,Pclass,3
485,Name,"Lefebre, Miss. Jeannie"
485,Sex,female
485,SibSp,3.0
485,Parch,1.0
485,Ticket,4133
485,Fare,25.4667
485,Embarked,S
486,Unnamed: 0,47
486,PassengerId,487
486,Survived,1
486,Pclass,1
486,Name,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)"
486,Sex,female
486,Age,35.0
486,SibSp,1.0
486,Parch,0.0
486,Ticket,19943
486,Fare,90.0
486,Cabin,C93
486,Embarked,S
487,Unnamed: 0,48
487,PassengerId,488
487,Survived,0
487,Pclass,1
487,Name,"Kent, Mr. Edward Austin"
487,Sex,male
487,Age,58.0
487,SibSp,0.0
487,Parch,0.0
487,Ticket,11771
487,Fare,29.7
487,Cabin,B37
487,Embarked,C
488,Unnamed: 0,49
488,PassengerId,489
488,Survived,0
488,Pclass,3
488,Name,"Somerton, Mr. Francis William"
488,Sex,male
488,Age,30.0
488,SibSp,0.0
488,Parch,0.0
488,Ticket,A.5. 18509
488,Fare,8.05
488,Embarked,S
489,Unnamed: 0,50
489,PassengerId,490
489,Survived,1
489,Pclass,3
489,Name,"Coutts, Master. Eden Leslie ""Neville"""
489,Sex,male
489,Age,9.0
489,SibSp,1.0
489,Parch,1.0
489,Ticket,C.A. 37671
489,Fare,15.9
489,Embarked,S
490,Unnamed: 0,51
490,PassengerId,491
490,Survived,0
490,Pclass,3
490,Name,"Hagland, Mr. Konrad Mathias Reiersen"
490,Sex,male
490,SibSp,1.0
490,Parch,0.0
490,Ticket,65304
490,Fare,19.9667
490,Embarked,S
491,Unnamed: 0,52
491,PassengerId,492
491,Survived,0
491,Pclass,3
491,Name,"Windelov, Mr. Einar"
491,Sex,male
491,Age,21.0
491,SibSp,0.0
491,Parch,0.0
491,Ticket,SOTON/OQ 3101317
491,Fare,7.25
491,Embarked,S
492,Unnamed: 0,53
492,PassengerId,493
492,Survived,0
492,Pclass,1
492,Name,"Molson, Mr. Harry Markland"
492,Sex,male
492,Age,55.0
492,SibSp,0.0
492,Parch,0.0
492,Ticket,113787
492,Fare,30.5
492,Cabin,C30
492,Embarked,S
493,Unnamed: 0,54
493,PassengerId,494
493,Survived,0
493,Pclass,1
493,Name,"Artagaveytia, Mr. Ramon"
493,Sex,male
493,Age,71.0
493,SibSp,0.0
493,Parch,0.0
493,Ticket,PC 17609
493,Fare,49.5042
493,Embarked,C
494,Unnamed: 0,55
494,PassengerId,495
494,Survived,0
494,Pclass,3
494,Name,"Stanley, Mr. Edward Roland"
494,Sex,male
494,Age,21.0
494,SibSp,0.0
494,Parch,0.0
494,Ticket,A/4 45380
494,Fare,8.05
494,Embarked,S
495,Unnamed: 0,56
495,PassengerId,496
495,Survived,0
495,Pclass,3
495,Name,"Yousseff, Mr. Gerious"
495,Sex,male
495,SibSp,0.0
495,Parch,0.0
495,Ticket,2627
495,Fare,14.4583
495,Embarked,C
496,Unnamed: 0,57
496,PassengerId,497
496,Survived,1
496,Pclass,1
496,Name,"Eustis, Miss. Elizabeth Mussey"
496,Sex,female
496,Age,54.0
496,SibSp,1.0
496,Parch,0.0
496,Ticket,36947
496,Fare,78.2667
496,Cabin,D20
496,Embarked,C
497,Unnamed: 0,58
497,PassengerId,498
497,Survived,0
497,Pclass,3
497,Name,"Shellard, Mr. Frederick William"
497,Sex,male
497,SibSp,0.0
497,Parch,0.0
497,Ticket,C.A. 6212
497,Fare,15.1
497,Embarked,S
498,Unnamed: 0,59
498,PassengerId,499
498,Survived,0
498,Pclass,1
498,Name,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)"
498,Sex,female
498,Age,25.0
498,SibSp,1.0
498,Parch,2.0
498,Ticket,113781
498,Fare,151.55
498,Cabin,C22 C26
498,Embarked,S
499,Unnamed: 0,60
499,PassengerId,500
499,Survived,0
499,Pclass,3
499,Name,"Svensson, Mr. Olof"
499,Sex,male
499,Age,24.0
499,SibSp,0.0
499,Parch,0.0
499,Ticket,350035
499,Fare,7.7958
499,Embarked,S
500,Unnamed: 0,61
500,PassengerId,501
500,Survived,0
500,Pclass,3
500,Name,"Calic, Mr. Petar"
500,Sex,male
500,Age,17.0
500,SibSp,0.0
500,Parch,0.0
500,Ticket,315086
500,Fare,8.6625
500,Embarked,S
501,Unnamed: 0,62
501,PassengerId,502
501,Survived,0
501,Pclass,3
501,Name,"Canavan, Miss. Mary"
501,Sex,female
501,Age,21.0
501,SibSp,0.0
501,Parch,0.0
501,Ticket,364846
501,Fare,7.75
501,Embarked,Q
502,Unnamed: 0,63
502,PassengerId,503
502,Survived,0
502,Pclass,3
502,Name,"O'Sullivan, Miss. Bridget Mary"
502,Sex,female
502,SibSp,0.0
502,Parch,0.0
502,Ticket,330909
502,Fare,7.6292
502,Embarked,Q
503,Unnamed: 0,64
503,PassengerId,504
503,Survived,0
503,Pclass,3
503,Name,"Laitinen, Miss. Kristina Sofia"
503,Sex,female
503,Age,37.0
503,SibSp,0.0
503,Parch,0.0
503,Ticket,4135
503,Fare,9.5875
503,Embarked,S
504,Unnamed: 0,65
504,PassengerId,505
504,Survived,1
504,Pclass,1
504,Name,"Maioni, Miss. Roberta"
504,Sex,female
504,Age,16.0
504,SibSp,0.0
504,Parch,0.0
504,Ticket,110152
504,Fare,86.5
504,Cabin,B79
504,Embarked,S
505,Unnamed: 0,66
505,PassengerId,506
505,Survived,0
505,Pclass,1
505,Name,"Penasco y Castellana, Mr. Victor de Satode"
505,Sex,male
505,Age,18.0
505,SibSp,1.0
505,Parch,0.0
505,Ticket,PC 17758
505,Fare,108.9
505,Cabin,C65
505,Embarked,C
506,Unnamed: 0,67
506,PassengerId,507
506,Survived,1
506,Pclass,2
506,Name,"Quick, Mrs. Frederick Charles (Jane Richards)"
506,Sex,female
506,Age,33.0
506,SibSp,0.0
506,Parch,2.0
506,Ticket,26360
506,Fare,26.0
506,Embarked,S
507,Unnamed: 0,68
507,PassengerId,508
507,Survived,1
507,Pclass,1
507,Name,"Bradley, Mr. George (""George Arthur Brayton"")"
507,Sex,male
507,SibSp,0.0
507,Parch,0.0
507,Ticket,111427
507,Fare,26.55
507,Embarked,S
508,Unnamed: 0,69
508,PassengerId,509
508,Survived,0
508,Pclass,3
508,Name,"Olsen, Mr. Henry Margido"
508,Sex,male
508,Age,28.0
508,SibSp,0.0
508,Parch,0.0
508,Ticket,C 4001
508,Fare,22.525
508,Embarked,S
509,Unnamed: 0,70
509,PassengerId,510
509,Survived,1
509,Pclass,3
509,Name,"Lang, Mr. Fang"
509,Sex,male
509,Age,26.0
509,SibSp,0.0
509,Parch,0.0
509,Ticket,1601
509,Fare,56.4958
509,Embarked,S
510,Unnamed: 0,71
510,PassengerId,511
510,Survived,1
510,Pclass,3
510,Name,"Daly, Mr. Eugene Patrick"
510,Sex,male
510,Age,29.0
510,SibSp,0.0
510,Parch,0.0
510,Ticket,382651
510,Fare,7.75
510,Embarked,Q
511,Unnamed: 0,72
511,PassengerId,512
511,Survived,0
511,Pclass,3
511,Name,"Webber, Mr. James"
511,Sex,male
511,SibSp,0.0
511,Parch,0.0
511,Ticket,SOTON/OQ 3101316
511,Fare,8.05
511,Embarked,S
512,Unnamed: 0,73
512,PassengerId,513
512,Survived,1
512,Pclass,1
512,Name,"McGough, Mr. James Robert"
512,Sex,male
512,Age,36.0
512,SibSp,0.0
512,Parch,0.0
512,Ticket,PC 17473
512,Fare,26.2875
512,Cabin,E25
512,Embarked,S
513,Unnamed: 0,74
513,PassengerId,514
513,Survived,1
513,Pclass,1
513,Name,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)"
513,Sex,female
513,Age,54.0
513,SibSp,1.0
513,Parch,0.0
513,Ticket,PC 17603
513,Fare,59.4
513,Embarked,C
514,Unnamed: 0,75
514,PassengerId,515
514,Survived,0
514,Pclass,3
514,Name,"Coleff, Mr. Satio"
514,Sex,male
514,Age,24.0
514,SibSp,0.0
514,Parch,0.0
514,Ticket,349209
514,Fare,7.4958
514,Embarked,S
515,Unnamed: 0,76
515,PassengerId,516
515,Survived,0
515,Pclass,1
515,Name,"Walker, Mr. William Anderson"
515,Sex,male
515,Age,47.0
515,SibSp,0.0
515,Parch,0.0
515,Ticket,36967
515,Fare,34.0208
515,Cabin,D46
515,Embarked,S
516,Unnamed: 0,77
516,PassengerId,517
516,Survived,1
516,Pclass,2
516,Name,"Lemore, Mrs. (Amelia Milley)"
516,Sex,female
516,Age,34.0
516,SibSp,0.0
516,Parch,0.0
516,Ticket,C.A. 34260
516,Fare,10.5
516,Cabin,F33
516,Embarked,S
517,Unnamed: 0,78
517,PassengerId,518
517,Survived,0
517,Pclass,3
517,Name,"Ryan, Mr. Patrick"
517,Sex,male
517,SibSp,0.0
517,Parch,0.0
517,Ticket,371110
517,Fare,24.15
517,Embarked,Q
518,Unnamed: 0,79
518,PassengerId,519
518,Survived,1
518,Pclass,2
518,Name,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)"
518,Sex,female
518,Age,36.0
518,SibSp,1.0
518,Parch,0.0
518,Ticket,226875
518,Fare,26.0
518,Embarked,S
519,Unnamed: 0,80
519,PassengerId,520
519,Survived,0
519,Pclass,3
519,Name,"Pavlovic, Mr. Stefo"
519,Sex,male
519,Age,32.0
519,SibSp,0.0
519,Parch,0.0
519,Ticket,349242
519,Fare,7.8958
519,Embarked,S
520,Unnamed: 0,81
520,PassengerId,521
520,Survived,1
520,Pclass,1
520,Name,"Perreault, Miss. Anne"
520,Sex,female
520,Age,30.0
520,SibSp,0.0
520,Parch,0.0
520,Ticket,12749
520,Fare,93.5
520,Cabin,B73
520,Embarked,S
521,Unnamed: 0,82
521,PassengerId,522
521,Survived,0
521,Pclass,3
521,Name,"Vovk, Mr. Janko"
521,Sex,male
521,Age,22.0
521,SibSp,0.0
521,Parch,0.0
521,Ticket,349252
521,Fare,7.8958
521,Embarked,S
522,Unnamed: 0,83
522,PassengerId,523
522,Survived,0
522,Pclass,3
522,Name,"Lahoud, Mr. Sarkis"
522,Sex,male
522,SibSp,0.0
522,Parch,0.0
522,Ticket,2624
522,Fare,7.225
522,Embarked,C
523,Unnamed: 0,84
523,PassengerId,524
523,Survived,1
523,Pclass,1
523,Name,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)"
523,Sex,female
523,Age,44.0
523,SibSp,0.0
523,Parch,1.0
523,Ticket,111361
523,Fare,57.9792
523,Cabin,B18
523,Embarked,C
524,Unnamed: 0,85
524,PassengerId,525
524,Survived,0
524,Pclass,3
524,Name,"Kassem, Mr. Fared"
524,Sex,male
524,SibSp,0.0
524,Parch,0.0
524,Ticket,2700
524,Fare,7.2292
524,Embarked,C
525,Unnamed: 0,86
525,PassengerId,526
525,Survived,0
525,Pclass,3
525,Name,"Farrell, Mr. James"
525,Sex,male
525,Age,40.5
525,SibSp,0.0
525,Parch,0.0
525,Ticket,367232
525,Fare,7.75
525,Embarked,Q
526,Unnamed: 0,87
526,PassengerId,527
526,Survived,1
526,Pclass,2
526,Name,"Ridsdale, Miss. Lucy"
526,Sex,female
526,Age,50.0
526,SibSp,0.0
526,Parch,0.0
526,Ticket,W./C. 14258
526,Fare,10.5
526,Embarked,S
527,Unnamed: 0,88
527,PassengerId,528
527,Survived,0
527,Pclass,1
527,Name,"Farthing, Mr. John"
527,Sex,male
527,SibSp,0.0
527,Parch,0.0
527,Ticket,PC 17483
527,Fare,221.7792
527,Cabin,C95
527,Embarked,S
528,Unnamed: 0,89
528,PassengerId,529
528,Survived,0
528,Pclass,3
528,Name,"Salonen, Mr. Johan Werner"
528,Sex,male
528,Age,39.0
528,SibSp,0.0
528,Parch,0.0
528,Ticket,3101296
528,Fare,7.925
528,Embarked,S
529,Unnamed: 0,90
529,PassengerId,530
529,Survived,0
529,Pclass,2
529,Name,"Hocking, Mr. Richard George"
529,Sex,male
529,Age,23.0
529,SibSp,2.0
529,Parch,1.0
529,Ticket,29104
529,Fare,11.5
529,Embarked,S
530,Unnamed: 0,91
530,PassengerId,531
530,Survived,1
530,Pclass,2
530,Name,"Quick, Miss. Phyllis May"
530,Sex,female
530,Age,2.0
530,SibSp,1.0
530,Parch,1.0
530,Ticket,26360
530,Fare,26.0
530,Embarked,S
531,Unnamed: 0,92
531,PassengerId,532
531,Survived,0
531,Pclass,3
531,Name,"Toufik, Mr. Nakli"
531,Sex,male
531,SibSp,0.0
531,Parch,0.0
531,Ticket,2641
531,Fare,7.2292
531,Embarked,C
532,Unnamed: 0,93
532,PassengerId,533
532,Survived,0
532,Pclass,3
532,Name,"Elias, Mr. Joseph Jr"
532,Sex,male
532,Age,17.0
532,SibSp,1.0
532,Parch,1.0
532,Ticket,2690
532,Fare,7.2292
532,Embarked,C
533,Unnamed: 0,94
533,PassengerId,534
533,Survived,1
533,Pclass,3
533,Name,"Peter, Mrs. Catherine (Catherine Rizk)"
533,Sex,female
533,SibSp,0.0
533,Parch,2.0
533,Ticket,2668
533,Fare,22.3583
533,Embarked,C
534,Unnamed: 0,95
534,PassengerId,535
534,Survived,0
534,Pclass,3
534,Name,"Cacic, Miss. Marija"
534,Sex,female
534,Age,30.0
534,SibSp,0.0
534,Parch,0.0
534,Ticket,315084
534,Fare,8.6625
534,Embarked,S
535,Unnamed: 0,96
535,PassengerId,536
535,Survived,1
535,Pclass,2
535,Name,"Hart, Miss. Eva Miriam"
535,Sex,female
535,Age,7.0
535,SibSp,0.0
535,Parch,2.0
535,Ticket,F.C.C. 13529
535,Fare,26.25
535,Embarked,S
536,Unnamed: 0,97
536,PassengerId,537
536,Survived,0
536,Pclass,1
536,Name,"Butt, Major. Archibald Willingham"
536,Sex,male
536,Age,45.0
536,SibSp,0.0
536,Parch,0.0
536,Ticket,113050
536,Fare,26.55
536,Cabin,B38
536,Embarked,S
537,Unnamed: 0,98
537,PassengerId,538
537,Survived,1
537,Pclass,1
537,Name,"LeRoy, Miss. Bertha"
537,Sex,female
537,Age,30.0
537,SibSp,0.0
537,Parch,0.0
537,Ticket,PC 17761
537,Fare,106.425
537,Embarked,C
538,Unnamed: 0,99
538,PassengerId,539
538,Survived,0
538,Pclass,3
538,Name,"Risien, Mr. Samuel Beard"
538,Sex,male
538,SibSp,0.0
538,Parch,0.0
538,Ticket,364498
538,Fare,14.5
538,Embarked,S
539,Unnamed: 0,100
539,PassengerId,540
539,Survived,1
539,Pclass,1
539,Name,"Frolicher, Miss. Hedwig Margaritha"
539,Sex,female
539,Age,22.0
539,SibSp,0.0
539,Parch,2.0
539,Ticket,13568
539,Fare,49.5
539,Cabin,B39
539,Embarked,C
540,Unnamed: 0,101
540,PassengerId,541
540,Survived,1
540,Pclass,1
540,Name,"Crosby, Miss. Harriet R"
540,Sex,female
540,Age,36.0
540,SibSp,0.0
540,Parch,2.0
540,Ticket,WE/P 5735
540,Fare,71.0
540,Cabin,B22
540,Embarked,S
541,Unnamed: 0,102
541,PassengerId,542
541,Survived,0
541,Pclass,3
541,Name,"Andersson, Miss. Ingeborg Constanzia"
541,Sex,female
541,Age,9.0
541,SibSp,4.0
541,Parch,2.0
541,Ticket,347082
541,Fare,31.275
541,Embarked,S
542,Unnamed: 0,103
542,PassengerId,543
542,Survived,0
542,Pclass,3
542,Name,"Andersson, Miss. Sigrid Elisabeth"
542,Sex,female
542,Age,11.0
542,SibSp,4.0
542,Parch,2.0
542,Ticket,347082
542,Fare,31.275
542,Embarked,S
543,Unnamed: 0,104
543,PassengerId,544
543,Survived,1
543,Pclass,2
543,Name,"Beane, Mr. Edward"
543,Sex,male
543,Age,32.0
543,SibSp,1.0
543,Parch,0.0
543,Ticket,2908
543,Fare,26.0
543,Embarked,S
544,Unnamed: 0,105
544,PassengerId,545
544,Survived,0
544,Pclass,1
544,Name,"Douglas, Mr. Walter Donald"
544,Sex,male
544,Age,50.0
544,SibSp,1.0
544,Parch,0.0
544,Ticket,PC 17761
544,Fare,106.425
544,Cabin,C86
544,Embarked,C
545,Unnamed: 0,106
545,PassengerId,546
545,Survived,0
545,Pclass,1
545,Name,"Nicholson, Mr. Arthur Ernest"
545,Sex,male
545,Age,64.0
545,SibSp,0.0
545,Parch,0.0
545,Ticket,693
545,Fare,26.0
545,Embarked,S
546,Unnamed: 0,107
546,PassengerId,547
546,Survived,1
546,Pclass,2
546,Name,"Beane, Mrs. Edward (Ethel Clarke)"
546,Sex,female
546,Age,19.0
546,SibSp,1.0
546,Parch,0.0
546,Ticket,2908
546,Fare,26.0
546,Embarked,S
547,Unnamed: 0,108
547,PassengerId,548
547,Survived,1
547,Pclass,2
547,Name,"Padro y Manent, Mr. Julian"
547,Sex,male
547,SibSp,0.0
547,Parch,0.0
547,Ticket,SC/PARIS 2146
547,Fare,13.8625
547,Embarked,C
548,Unnamed: 0,109
548,PassengerId,549
548,Survived,0
548,Pclass,3
548,Name,"Goldsmith, Mr. Frank John"
548,Sex,male
548,Age,33.0
548,SibSp,1.0
548,Parch,1.0
548,Ticket,363291
548,Fare,20.525
548,Embarked,S
549,Unnamed: 0,110
549,PassengerId,550
549,Survived,1
549,Pclass,2
549,Name,"Davies, Master. John Morgan Jr"
549,Sex,male
549,Age,8.0
549,SibSp,1.0
549,Parch,1.0
549,Ticket,C.A. 33112
549,Fare,36.75
549,Embarked,S
550,Unnamed: 0,111
550,PassengerId,551
550,Survived,1
550,Pclass,1
550,Name,"Thayer, Mr. John Borland Jr"
550,Sex,male
550,Age,17.0
550,SibSp,0.0
550,Parch,2.0
550,Ticket,17421
550,Fare,110.8833
550,Cabin,C70
550,Embarked,C
